x rho u p
8.657927590512e-01 4.482690428317e+00 3.535746928756e+00 1.708803524519e+01
8.670411985019e-01 4.482699282997e+00 3.535745943301e+00 1.708806110584e+01
8.682896379526e-01 4.482710418216e+00 3.535744338248e+00 1.708809117238e+01
8.695380774032e-01 4.482722084492e+00 3.535743306880e+00 1.708811507661e+01
8.707865168539e-01 4.482734150167e+00 3.535743190107e+00 1.708813094775e+01
8.720349563046e-01 4.482748306281e+00 3.535742994679e+00 1.708814653437e+01
8.732833957553e-01 4.482766671643e+00 3.535742037607e+00 1.708817189071e+01
8.745318352060e-01 4.482790404975e+00 3.535740865423e+00 1.708821120605e+01
8.757802746567e-01 4.482817311657e+00 3.535740902959e+00 1.708824994186e+01
8.770287141074e-01 4.482848350035e+00 3.535742989756e+00 1.708829073386e+01
8.782771535581e-01 4.482893373893e+00 3.535749762489e+00 1.708838268248e+01
8.795255930087e-01 4.482954997036e+00 3.535759624802e+00 1.708853477294e+01
8.807740324594e-01 4.483028422785e+00 3.535769965274e+00 1.708871997449e+01
8.820224719101e-01 4.483131624855e+00 3.535796409894e+00 1.708903487949e+01
8.832709113608e-01 4.483259842414e+00 3.535836724305e+00 1.708944974105e+01
8.845193508115e-01 4.483343424096e+00 3.535849862443e+00 1.708959533985e+01
8.857677902622e-01 4.483207583642e+00 3.535743413638e+00 1.708855035927e+01
8.870162297129e-01 4.481689794982e+00 3.534918382273e+00 1.708012280015e+01
8.882646691635e-01 4.471651674576e+00 3.529705998725e+00 1.702633324142e+01
8.895131086142e-01 4.410707773076e+00 3.498098240005e+00 1.670218579010e+01
8.907615480649e-01 3.979311288272e+00 3.272270455720e+00 1.451515445561e+01
8.920099875156e-01 2.246714406119e+00 2.068707382723e+00 6.506514475610e+00
8.932584269663e-01 1.181182885700e+00 4.338118660693e-01 1.703533308434e+00
8.945068664170e-01 1.024356497617e+00 5.048844026976e-02 1.067623591112e+00
8.957553058677e-01 1.002707416784e+00 4.687416115224e-03 1.005836638599e+00
8.970037453184e-01 1.000273468844e+00 4.165906299205e-04 1.000503997879e+00
8.982521847690e-01 1.000026214350e+00 3.670537724180e-05 1.000043863107e+00
8.995006242197e-01 1.000002434930e+00 3.225042088375e-06 1.000003832960e+00
9.007490636704e-01 1.000000221687e+00 2.829493153276e-07 1.000000335473e+00
9.019975031211e-01 1.000000019929e+00 2.479419847709e-08 1.000000029391e+00
9.032459425718e-01 1.000000001779e+00 2.165909500520e-09 1.000000002588e+00
9.044943820225e-01 1.000000000151e+00 1.950028680057e-10 1.000000000232e+00
9.057428214732e-01 1.000000000018e+00 2.868839838228e-11 1.000000000034e+00
9.069912609238e-01 1.000000000012e+00 1.443251913254e-11 1.000000000017e+00
9.082397003745e-01 1.000000000002e+00 2.131957811740e-12 1.000000000003e+00
9.094881398252e-01 9.999999999995e-01 -4.617473924300e-13 9.999999999994e-01
9.107365792759e-01 1.000000000000e+00 9.956185304096e-14 1.000000000000e+00
9.119850187266e-01 1.000000000000e+00 6.762246472742e-14 1.000000000000e+00
9.132334581773e-01 1.000000000000e+00 -1.486420919686e-14 1.000000000000e+00
9.144818976280e-01 1.000000000000e+00 -3.686094015113e-15 1.000000000000e+00
9.157303370787e-01 1.000000000000e+00 1.782536925206e-15 1.000000000000e+00
9.169787765293e-01 1.000000000000e+00 -5.632736985795e-17 1.000000000000e+00
9.182272159800e-01 1.000000000000e+00 -1.724736766046e-16 1.000000000000e+00
9.194756554307e-01 1.000000000000e+00 1.933419665534e-17 1.000000000000e+00
9.207240948814e-01 1.000000000000e+00 -4.431302493089e-18 1.000000000000e+00
9.219725343321e-01 1.000000000000e+00 -1.266088112481e-18 1.000000000000e+00
9.232209737828e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.244694132335e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.257178526841e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.269662921348e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.282147315855e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.294631710362e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.307116104869e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.319600499376e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.332084893883e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.344569288390e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.357053682896e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.369538077403e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.382022471910e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.394506866417e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.406991260924e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.419475655431e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.431960049938e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.444444444444e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.456928838951e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.469413233458e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.481897627965e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.494382022472e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.506866416979e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.519350811486e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.531835205993e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.544319600499e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.556803995006e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.569288389513e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.581772784020e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.594257178527e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.606741573034e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.619225967541e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.631710362047e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.644194756554e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.656679151061e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.669163545568e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.681647940075e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.694132334582e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.706616729089e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.719101123596e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.731585518102e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.744069912609e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.756554307116e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.769038701623e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.781523096130e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.794007490637e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.806491885144e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.818976279650e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.831460674157e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.843945068664e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.856429463171e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.868913857678e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.881398252185e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.893882646692e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.906367041199e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.918851435705e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.931335830212e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.943820224719e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.956304619226e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.968789013733e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.981273408240e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
9.993757802747e-01 1.000000000000e+00 0.000000000000e+00 1.000000000000e+00
